Document Number,Document type,Document Date,Posting Date,Cost Center,Profit Center,Year/month,Account,Plant,Material,Quantity,Amount in local currency,Local Currency,Purchasing Document,Reference,Document currency,Offsetting acct no.,Base Unit of Measure,Alternative Account No.,Transaction Code,Text,Assignment
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015729,-183,"-66,238",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015729,-183,"-66,238",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015729,-183,"-66,238",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015729,-180,"-65,151",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015729,-180,"-65,151",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015729,-180,"-65,151",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015729,-180,"-65,151",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015733,-190,"-68,771",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015733,-190,"-68,771",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015690,-206,"-74,563",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015690,-206,"-74,563",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015690,-206,"-74,563",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015690,-201,"-72,753",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015690,-201,"-72,753",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015690,-201,"-72,753",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-112,"-38,604",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-112,"-38,604",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-112,"-38,604",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015805,-111,"-38,259",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015806,-117,"-40,327",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015806,-117,"-40,327",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015806,-120,"-41,362",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015806,-120,"-41,362",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015806,-117,"-40,327",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015806,-117,"-40,327",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017484,-131,"-45,154",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017484,-131,"-45,154",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017484,-130,"-44,807",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017484,-130,"-44,807",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015821,-145,"-49,978",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015821,-145,"-49,978",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015821,-149,"-51,357",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015821,-149,"-51,357",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015821,-145,"-49,978",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015821,-145,"-49,978",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015827,-149,"-51,357",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015827,-149,"-51,357",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015827,-153,"-52,735",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015827,-153,"-52,735",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015827,-149,"-51,357",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015827,-149,"-51,357",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015833,-150,"-51,702",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015833,-151,"-52,046",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015833,-151,"-52,046",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015833,-151,"-52,046",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015833,-152,"-52,390",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015833,-152,"-52,390",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015835,-162,"-55,838",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015835,-162,"-55,838",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015835,-166,"-57,217",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015835,-166,"-57,217",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015835,-162,"-55,838",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015835,-162,"-55,838",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-163,"-56,182",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-161,"-55,493",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017485,-161,"-55,493",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015837,-171,"-58,940",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015837,-171,"-58,940",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015837,-174,"-59,973",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015837,-174,"-59,973",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015837,-173,"-59,629",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015837,-173,"-59,629",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017486,-191,"-65,833",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017486,-191,"-65,833",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017486,-191,"-65,833",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017486,-189,"-65,144",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017486,-191,"-65,833",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017486,-190,"-65,488",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-207,"-71,348",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-207,"-71,348",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-207,"-71,348",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-207,"-71,348",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015799,-203,"-69,969",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-101,"-34,812",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-101,"-34,812",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-103,"-35,503",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-103,"-35,503",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-101,"-34,812",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-101,"-34,812",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-98,"-33,779",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-98,"-33,779",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-98,"-33,779",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-97,"-33,433",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-97,"-33,433",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56017480,-99,"-34,124",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-242,"-83,411",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-242,"-83,411",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-239,"-82,378",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-239,"-82,378",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-226,"-77,898",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-226,"-77,898",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-238,"-82,034",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-238,"-82,034",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-240,"-82,722",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015840,-240,"-82,722",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015842,-258,"-88,926",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015842,-258,"-88,926",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015842,-267,"-92,029",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56015842,-268,"-92,373",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231384,-197,"-67,901",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231384,-197,"-67,901",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231384,-198,"-68,247",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231384,-199,"-68,591",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-121,"-42,076",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-121,"-42,076",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-121,"-42,076",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-121,"-42,076",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-121,"-42,076",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-121,"-42,076",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-120,"-41,729",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-120,"-41,729",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-120,"-41,729",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-120,"-41,729",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-120,"-41,729",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231470,-120,"-41,729",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231439,-128,"-54,522",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001933,WE,28/06/2019,28/06/2019,303003,600,2019/06,50320,3YUM,56231439,-128,"-54,522",COP,4502048580,85743074,USD,10505,KG,61204410,MIGO_GR,,
170001937,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30518224,"-16,000","-8,073,807",COP,4502013821,85743587,USD,10500,KG,61204410,MIGO_GR,,
170001939,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30507281,"-8,640","-3,875,684",COP,4502005312,85744812,USD,10500,KG,61204410,MIGO_GR,,
170001939,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30518982,"-1,980","-983,093",COP,4502005312,85744812,USD,10500,KG,61204410,MIGO_GR,,
170001939,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30518982,"-3,780","-1,876,814",COP,4502005312,85744812,USD,10500,KG,61204410,MIGO_GR,,
170001940,WE,28/06/2019,28/06/2019,303003,127,2019/06,50320,3YUM,30012257,-450,"-1,350,734",COP,4502058478,1065,USD,10500,KG,61204410,MIGO_GR,,
170001942,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,35002847,-116,"-130,268",COP,4502056899,1588,COP,10530,EA,61204410,MIGO_GR,,
170001943,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30013300,"-9,000","-1,874,417",COP,4502068526,037680,USD,10500,KG,61204410,MIGO_GR,,
170001944,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30013300,"-10,000","-2,082,686",COP,4502056850,037676,USD,10500,KG,61204410,MIGO_GR,,
170001945,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,35002847,-184,"-206,632",COP,4502056899,1590,COP,10530,EA,61204410,MIGO_GR,,
170001946,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,91579297,570,"295,666",COP,4502049919,REMISIÓN #1170,COP,50436,KG,61204410,MIGO_GR,,
170001948,WE,28/06/2019,28/06/2019,303003,113,2019/06,50320,3YUM,35003210,183,"3,062,688",COP,4502048505,558S00426,COP,20010,EA,61204410,MIGO_GR,,
170001953,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30226757,"-21,760","-12,689,401",COP,4501997570,85745270,USD,10500,KG,61204410,MIGO_GR,,
170001956,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30015152,"-3,000","-1,137,175",COP,4502036332,85745303,EUR,10500,KG,61204410,MIGO_GR,,
170001956,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30015152,"-1,000","-379,057",COP,4502036332,85745303,EUR,10500,KG,61204410,MIGO_GR,,
170001956,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30015152,"-1,000","-379,057",COP,4502036332,85745303,EUR,10500,KG,61204410,MIGO_GR,,
170001956,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30015152,"-6,000","-2,274,347",COP,4502036332,85745303,EUR,10500,KG,61204410,MIGO_GR,,
170001956,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30015152,"-6,000","-2,274,347",COP,4502036332,85745303,EUR,10500,KG,61204410,MIGO_GR,,
170001956,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30015152,"-1,000","-379,057",COP,4502036332,85745303,EUR,10500,KG,61204410,MIGO_GR,,
170001957,WE,28/06/2019,28/06/2019,303003,135,2019/06,50320,3YUM,30531358,"-20,000","-9,874,424",COP,4501964854,85745291,USD,10500,KG,61204410,MIGO_GR,,
